Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 222	Expression 151	Expression 154	Expression 271	Expression 544	Expression 568	qValue 222 vs 151	qValue 222 vs 154	qValue 222 vs 271	qValue 222 vs 544	qValue 222 vs 568	qValue 151 vs 154	qValue 151 vs 271	qValue 151 vs 544	qValue 151 vs 568	qValue 154 vs 271	qValue 154 vs 544	qValue 154 vs 568	qValue 271 vs 544	qValue 271 vs 568	qValue 544 vs 568
908647	908542	906821	906821	-	-	PA14_10540	iron-sulfur cluster-binding protein	305	369	253	379	451	312	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
908648	908648	910321		+	-	PA14_10550	sulfite or nitrite reductas	615	556	458	711	689	676	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	910318	910806	910884	+	-	PA14_10560	hypothetical protein	899	769	695	1053	932	977	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
911694	911694	910888	910888	-	-	PA14_10570	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	341	261	280	387	352	401	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
912527	912510	911707	911695	-	hpcG	PA14_10590	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	124	98	113	145	132	151	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8851422754558553	1.0	1.0	1.0	1.0	1.0	1.0
913832	913832	912528	912528	-	-	PA14_10600	MFS transporter	50	39	50	68	70	79	1.0	1.0	1.0	1.0	0.827199365390974	1.0	1.0	1.0	0.5295334921065121	1.0	1.0	0.8556930895125223	1.0	1.0	1.0
914327	914317	913925	913879	-	hpcD	PA14_10610	5-carboxymethyl-2-hydroxymuconate isomerase	39	33	38	41	32	34	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
	915251	914328	914328	-	hpcB	PA14_10620	homoprotocatechuate 2,3-dioxygenase	21	20	22	28	20	20	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	916843	915383		-	hpcC	PA14_10630	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase	12	11	11	13	9	13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	917619	916840		-	-	PA14_10640	hypothetical protein	7	6	6	8	7	7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	918289	917630		-	-	PA14_10650	hypothetical protein	7	7	9	7	5	6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9552719645325569	1.0	0.9617692024174557	0.8538585161205351	1.0	1.0	1.0
	918509	919420		+	-	PA14_10660	transcriptional regulator	13	14	14	14	12	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	919472	920275		+	aph	PA14_10670	aminoglycoside 3'-phosphotransferase type IIB	17	20	22	22	18	17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9777093108365946	1.0	1.0	1.0	1.0	1.0	1.0
921028	920968	920399	920399	-	-	PA14_10680	hypothetical protein	52	48	56	57	55	58	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
923232	923232	921046	921046	-	-	PA14_10700	bacteriophytochrome	151	184	194	212	185	209	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
923847	923847	923260	923233	-	-	PA14_10710	hypothetical protein	216	236	327	390	266	284	1.0	1.0	0.9581124421744182	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
925368	925350	923965	923959	-	-	PA14_10730	hypothetical protein	132	111	137	120	135	146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
925623	925770	926279	926326	+	-	PA14_10740	spermidine acetyltransferase	36	42	32	30	36	40	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	926433	927623		+	-	PA14_10750	sugar efflux transporter	11	7	13	10	10	8	0.5439615980632788	1.0	1.0	1.0	0.9074673761824605	0.6222222210833284	1.0	1.0	0.9903226631520243	1.0	1.0	0.8489985803820986	1.0	1.0	1.0
927720	927751	932004	932066	+	-	PA14_10770	sensor/response regulator hybrid	121	112	149	183	131	168	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
932566	932566	932168	932067	-	-	PA14_10780	hypothetical protein	65	77	91	86	82	78	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	933824	932631		-	ampC	PA14_10790	beta-lactamase	13	14	14	14	13	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
933941	933973	934863	935421	+	ampR	PA14_10800	transcriptional regulator AmpR	42	43	43	56	47	46	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
936688	936666	935422	935422	-	-	PA14_10820	HDIG domain-containing protein	133	121	154	105	138	146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
937844	937824	936949	936913	-	-	PA14_10830	LysR family transcriptional regulator	74	73	78	65	79	73	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
937950	937983	938735	938746	+	-	PA14_10840	dehydrogenase	38	39	36	34	45	36	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9898983397887358	1.0	1.0	1.0	1.0	1.0	1.0
940468	940431	938752	938752	-	-	PA14_10850	dehydrogenase	26	29	24	27	27	25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	941890	940586		-	-	PA14_10870	hypothetical protein	11	9	9	13	7	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
	942700	941975		-	-	PA14_10890	short-chain dehydrogenase	9	11	12	14	10	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	943773	942715		-	-	PA14_10900	alcohol dehydrogenase	3	3	3	5	3	2	1.0	1.0	1.0	1.0	0.7629114069788644	1.0	1.0	1.0	0.7871333346562233	1.0	1.0	1.0	1.0	0.04817038698552275	1.0
	945029	943770		-	-	PA14_10910	major facilitator transporter	3	4	3	3	3	2	1.0	1.0	1.0	1.0	1.0	1.0	0.9260037844920077	1.0	0.4551087247302264	1.0	1.0	1.0	1.0	1.0	1.0
	945633	945100		-	-	PA14_10920	hypothetical protein	3	3	4	5	3	4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
945872	945954	946913	946913	+	-	PA14_10940	AraC family transcriptional regulator	25	26	26	28	27	30	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
	946961	947377		+	-	PA14_10950	hypothetical protein	10	11	6	10	7	12	1.0	1.0	1.0	0.8965213231646972	1.0	1.0	1.0	1.0	0.9941693830296895	1.0	1.0	0.9554000277431751	1.0	1.0	0.9428689903558208
	948499	947387		-	-	PA14_10960	ferredoxin oxidoreductase subunit	10	9	8	10	9	11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	949493	948528		-	-	PA14_10970	flavodoxin reductase	10	8	10	10	9	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	949604	950458		+	-	PA14_10980	hypothetical protein	11	9	11	9	10	11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	951014	950502		-	hpaC	PA14_10990	4-hydroxyphenylacetate 3-monooxygenase small subunit	4	5	3	5	4	4	1.0	1.0	1.0	1.0	1.0	0.35830224650867726	1.0	1.0	0.479502409530726	0.6522622037983206	1.0	1.0	1.0	1.0	1.0
	952606	951044		-	hpaA	PA14_11000	4-hydroxyphenylacetate 3-monooxygenase large chain	5	6	6	6	6	6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	953062	952772		-	-	PA14_11010	hypothetical protein	16	27	15	33	33	21	1.0	1.0	0.29113793908324004	0.16809726348391385	1.0	0.29895364404777913	1.0	1.0	0.8343138037241945	0.017536767447049798	0.007301892608293133	1.0	1.0	0.5855310851771045	0.3733143170576799
	954126	953365		-	-	PA14_11020	3-ketoacyl-ACP reductase	16	17	17	21	13	17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	955508	954123		-	-	PA14_11030	aminotransferase	5	7	6	8	5	7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	956341	955517		-	-	PA14_11050	hypothetical protein	1	2	1	2	2	2	0.1296491419806508	1.0	0.35357339818648786	1.0	1.0	0.004729776716503836	1.0	1.0	0.5339859150758469	0.023223100778756292	0.1779656438735598	0.5253776082354845	1.0	1.0	1.0
	956812	957381		+	cupB1	PA14_11060	fimbrial subunit CupB1	12	9	8	6	11	10	1.0	0.8373851571930802	0.029282044394667046	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	0.5673811234147441	0.5646503238711947	1.0
	957412	958158		+	cupB2	PA14_11070	chaperone CupB2	1	1	2	1	1	1	0.8424690712738899	0.07012105736689246	0.4695383653530874	1.0	1.0	1.0	1.0	1.0	0.9644322707763724	1.0	0.19561958155312018	0.508735927550529	1.0	1.0	1.0
	958480	961014		+	cupB3	PA14_11080	usher CupB3	16	20	21	24	21	25	1.0	1.0	0.9722054366954658	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	961011	961751		+	cupB4	PA14_11090	chaperone CupB4	2	2	2	1	1	1	1.0	1.0	0.8842237111005973	0.7772388760618404	0.28196243123772086	1.0	1.0	1.0	0.3673639468998343	1.0	1.0	0.349449339310225	1.0	1.0	1.0
	961839	964895		+	cupB5	PA14_11100	adhesive protein CupB5	5	6	5	6	6	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9510466044666982	1.0	1.0	1.0	1.0	1.0	1.0
	964995	966140		+	cupB6	PA14_11110	fimbrial protein cupB6	6	6	6	6	6	6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
966656	966785	967429	967435	+	-	PA14_11120	response regulator	40	46	35	47	50	56	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9938014491361389	1.0	1.0	0.8556930895125223	1.0	1.0	1.0
968133	968133	967444	967444	-	-	PA14_11130	short chain dehydrogenase	135	70	78	97	88	178	0.7850365775698996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.18258715411608112	1.0	1.0	0.2430183812347127	1.0	1.0	1.0
971198	971198	968223	968134	-	-	PA14_11140	nonribosomal peptide synthetase	109	38	42	68	45	141	0.4521098936788525	0.6636145388975735	1.0	1.0	1.0	1.0	1.0	1.0	0.05208171317984379	1.0	1.0	0.07617233906995166	1.0	1.0	0.6206762519158879
	971615	971409		-	-	PA14_11150	transcriptional regulator	7	11	7	6	9	9	1.0	1.0	1.0	1.0	1.0	0.6227546464784646	0.7382418652739144	1.0	0.7798763631195613	1.0	1.0	1.0	1.0	1.0	1.0
	971986	971612		-	-	PA14_11160	hypothetical protein	5	7	5	5	8	6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.858576578538083	1.0	0.539594260242068	1.0	1.0	1.0	0.7695526068276837
972093	972093	972929		+	-	PA14_11170	hypothetical protein	78	80	70	78	79	68	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9510466044666982	1.0	1.0	1.0	1.0	1.0	1.0
	973594	972926		-	-	PA14_11180	transcriptional regulator	22	25	22	23	19	21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9785462083568447	1.0	1.0	1.0	1.0	1.0	1.0
	973823	975310		+	-	PA14_11190	aldehyde dehydrogenase	8	12	8	14	12	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9552719645325569	1.0	1.0	1.0	1.0	1.0	1.0
	975501	976991		+	-	PA14_11210	amino acid permease	6	8	7	8	8	7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	976966	977544		+	-	PA14_11230	hypothetical protein	7	6	9	12	8	8	1.0	1.0	1.0	1.0	1.0	1.0	0.40032569371167226	1.0	0.9870886244440817	1.0	1.0	1.0	1.0	1.0	1.0
977679	977705	978655	978787	+	-	PA14_11240	DNA-binding transcriptional activator FeaR	29	28	25	34	24	33	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955436710756059	1.0	1.0	1.0	1.0	1.0	1.0
978804	978924	979808		+	-	PA14_11250	hypothetical protein	83	71	80	66	73	64	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	979801	980730	981033	+	-	PA14_11260	epimerase	192	205	190	189	204	178	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
981869	981869	981171	981152	-	oprG	PA14_11270	outer membrane protein OprG precursor	1993	2754	2204	947	1496	1484	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
982547	982535	982017	981870	-	-	PA14_11280	hypothetical protein	29	30	32	36	32	32	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9972503509982843	1.0	1.0	1.0	1.0	1.0	1.0
983820	983818	982553	982553	-	-	PA14_11290	permease	29	24	25	27	25	30	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
984525	984525	983821		-	-	PA14_11310	ABC transporter ATP-binding protein	17	13	17	15	14	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
985204	985204	984614	984526	-	-	PA14_11320	hypothetical protein	24	17	23	24	31	43	1.0	1.0	1.0	1.0	0.8661200464426427	1.0	1.0	1.0	0.04508087604374675	1.0	1.0	0.39716941924469396	1.0	0.5378765660157336	1.0
985337	985337	985681	985717	+	-	PA14_11330	hypothetical protein	73	60	72	63	63	59	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
986587	986587	985718	985718	-	-	PA14_11340	thioredoxin	135	126	178	79	114	92	1.0	1.0	0.8452843457235186	1.0	1.0	1.0	1.0	1.0	0.9111445107181331	0.6504395273420065	1.0	0.7565274516299481	1.0	1.0	1.0
	987321	986659	986627	-	-	PA14_11350	hypothetical protein	34	29	37	30	28	28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
987973	987788	987318		-	-	PA14_11370	lipoprotein	21	21	23	20	21	21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
987974	987974	988438		+	nrdR	PA14_11380	transcriptional regulator NrdR	67	54	67	50	47	47	1.0	1.0	1.0	1.0	0.8808705193548753	1.0	1.0	1.0	0.9644322707763724	1.0	1.0	1.0	1.0	1.0	1.0
	988435	989556	989556	+	ribD	PA14_11400	riboflavin-specific deaminase/reductase	310	265	313	318	267	259	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
989982	989984	990643	990664	+	ribC	PA14_11410	riboflavin synthase subunit alpha	49	42	48	35	39	41	1.0	1.0	0.9993127360375091	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
990670	990670	991767	991767	+	ribB	PA14_11420	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein	55	56	55	40	56	44	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8753011785270317	1.0	1.0	1.0	1.0	1.0	1.0
991802	991885	992361		+	ribH	PA14_11430	6,7-dimethyl-8-ribityllumazine synthase	134	143	160	132	116	109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.838306044904868	1.0	1.0	1.0	1.0	1.0	1.0
	992358	992837	992855	+	nusB	PA14_11450	transcription antitermination protein NusB	142	171	168	131	133	109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6634734979858111	1.0	1.0	0.9460932377996341	1.0	1.0	1.0
992856	992856	993824		+	thiL	PA14_11460	thiamine monophosphate kinase	72	64	78	55	67	48	1.0	1.0	1.0	1.0	0.9364398838315334	1.0	1.0	1.0	0.8187764424060179	1.0	1.0	0.7914633061612901	1.0	1.0	1.0
	993817	994332	994332	+	pgpA	PA14_11470	phosphatidylglycerophosphatase A	74	69	94	70	78	64	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	0.9460932377996341	1.0	1.0	1.0
994333	994341	995087	995087	+	-	PA14_11480	hypothetical protein	93	79	119	105	98	98	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
995088	995090	995734	995769	+	-	PA14_11490	hypothetical protein	104	100	142	107	109	103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
995819	995865	996482		+	ribA	PA14_11510	GTP cyclohydrolase II	86	65	95	62	66	71	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
	996479	996898		+	-	PA14_11520	hypothetical protein	56	54	63	41	52	44	1.0	1.0	0.9734732861408408	1.0	1.0	1.0	1.0	1.0	0.9353860800913462	1.0	1.0	1.0	1.0	1.0	1.0
	996898	997695	997757	+	-	PA14_11530	hypothetical protein	58	48	63	51	51	48	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
999702	999702	997819	997817	-	dxs	PA14_11550	1-deoxy-D-xylulose-5-phosphate synthase	120	112	122	112	111	99	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	1000698	999811	999703	-	ispA	PA14_11560	geranyltranstransferase	60	54	67	70	59	62	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
1000937	1000937	1000695		-	xseB	PA14_11570	exodeoxyribonuclease VII small subunit	34	26	40	30	29	28	1.0	1.0	1.0	1.0	0.9063230344301397	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	0.7063359638977396	1.0	1.0	1.0
1001086	1001095	1002264	1002495	+	-	PA14_11580	hypothetical protein	79	73	89	93	70	82	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9938995227501686	1.0	1.0	1.0	1.0	1.0	1.0
1003504	1003503	1002496	1002496	-	-	PA14_11590	hypothetical protein	24	24	24	27	21	28	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
1005307	1005307	1003505	1003505	-	-	PA14_11600	ABC transporter	47	45	49	52	42	50	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
	1006051	1005317		-	-	PA14_11610	ABC transporter permease	6	5	8	8	7	6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	1006974	1006048		-	-	PA14_11620	ABC transporter	7	7	9	9	6	8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
1009679	1009679	1007379	1007159	-	-	PA14_11630	two-component sensor	31	36	36	38	38	35	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1010723	1010699	1009698	1009680	-	-	PA14_11650	hypothetical protein	36	39	36	32	29	26	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6728320897907994	1.0	1.0	1.0	1.0	1.0	1.0
	1011554	1010865		-	aqpZ	PA14_11660	aquaporin Z	9	9	8	8	7	7	1.0	1.0	1.0	1.0	0.8243618283516094	1.0	1.0	1.0	0.9054497460885311	1.0	1.0	1.0	1.0	1.0	1.0
	1012170	1011901		-	-	PA14_11670	hypothetical protein	12	11	11	14	8	12	1.0	1.0	1.0	0.7811392587538537	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
1012340	1012365	1013081	1013081	+	-	PA14_11680	two-component regulator	87	73	95	71	63	70	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1013699	1013699	1013172	1013082	-	ppa	PA14_11690	inorganic pyrophosphatase	89	127	81	54	79	49	1.0	1.0	0.704064639517483	1.0	0.402896131906808	1.0	0.09647901806345797	1.0	0.00866163213959289	1.0	1.0	0.7010900067249076	1.0	1.0	0.7986914262527189
1014611	1014609	1013779	1013700	-	-	PA14_11700	hypothetical protein	26	24	34	22	22	21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9863131796435706	1.0	1.0	0.6601991448130208	1.0	1.0	1.0
	1015277	1014612	1014612	-	-	PA14_11720	hypothetical protein	31	24	36	20	21	17	1.0	1.0	0.5582166683687966	1.0	0.24700884122727096	1.0	1.0	1.0	0.8202424753860835	0.46278106174485045	1.0	0.06985564548178855	1.0	1.0	1.0
1015346	1015471	1017054		+	-	PA14_11730	protein kinase	24	22	24	23	22	22	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1017889	1017840	1016947		-	-	PA14_11740	hypothetical protein	64	73	71	64	73	81	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
1018368	1018351	1017890	1017890	-	-	PA14_11750	acetyltransferase	125	119	111	92	111	120	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1019336	1019336	1018515	1018512	-	-	PA14_11760	ethanolamine ammonia-lyase small subunit	51	58	58	67	47	63	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
1020741	1020741	1019347	1019337	-	eutB	PA14_11770	ethanolamine ammonia-lyase large subunit	54	69	74	73	58	73	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9938995227501686	1.0	1.0	1.0	1.0	1.0	1.0
1022457	1022248	1020800	1020742	-	-	PA14_11790	amino acid transporter	22	29	33	29	23	24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9552719645325569	1.0	1.0	1.0	1.0	1.0	1.0
1023978	1023978	1022458	1022458	-	-	PA14_11810	aldehyde dehydrogenase	157	285	203	174	177	162	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1024256	1024317	1026248	1026248	+	-	PA14_11830	transcriptional regulator	101	108	94	103	91	90	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
1026406	1026406	1027761	1027761	+	mpl	PA14_11845	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	117	111	114	114	117	114	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1027762	1027770	1028399	1028399	+	-	PA14_11860	aromatic acid decarboxylase	160	170	166	152	163	148	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9561807415223433	1.0	1.0	1.0	1.0	1.0	1.0
1028400	1028401	1028676	1028695	+	-	PA14_11880	hypothetical protein	157	176	188	165	166	185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1029337	1029337	1028696	1028696	-	-	PA14_11890	hypothetical protein	264	309	366	298	364	386	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
1031128	1031123	1029384	1029338	-	-	PA14_11900	hypothetical protein	39	35	39	36	31	32	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1031769	1031769	1031314	1031309	-	-	PA14_11910	hypothetical protein	78	97	73	82	105	89	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1031915	1031915	1032325		+	-	PA14_11920	hypothetical protein	43	38	48	39	35	29	1.0	1.0	1.0	1.0	0.7579351706251404	1.0	1.0	1.0	0.9211536080030016	1.0	1.0	0.6222886860657173	1.0	1.0	1.0
	1032325	1033035	1033035	+	-	PA14_11930	hypothetical protein	80	68	88	78	70	61	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1033036	1033055	1033648	1033658	+	-	PA14_11940	hypothetical protein	248	239	278	289	264	257	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	1034972	1033659	1033659	-	-	PA14_11960	hypothetical protein	79	75	79	77	75	72	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
1035688	1035688	1034969		-	-	PA14_11970	3-methyladenine DNA glycosylase	67	45	63	58	51	51	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9962017771681277	1.0	1.0	1.0	1.0	1.0	1.0
